"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SH.MED.PHYS.ZS","Physicians (per 1,000 people)","Physicians include generalist and specialist medical practitioners.","Global Health Workforce Statistics, World Health Organization (WHO);
Organisation for Economic Co-operation and Development (OECD);
Country data",
